deal_id;target_country;location;investor_name;investor_country;intention;year;negotiation_status;implementation_status;intended_size;nature_of_deal;contract_farming
1047;Ukraine;Lviv;;;;;;;;;
1048;Ukraine;Kharkiv;;;;;;;;;
1049;Ukraine;Ternopil;;;;;;;;;
1050;Ukraine;Chernihiv;;;;;;;;;
1051;Ukraine;Ternopil;;;;;;;;;
1055;Argentina;Puerto Deseado;;;;;;;;;
1056;Argentina;Rancul;;;;;;;;;
1057;Argentina;Rancul;;;;;;;;;
1058;Argentina;Trenel;;;;;;;;;
1059;Argentina;Concepción del Uruguay;;;;;;;;;
1060;Argentina;Joaquín V. González;;;;;;;;;
1061;Argentina;Luján;;;;;;;;;
1062;Argentina;Buenos Aires;;;;;;;;;
1063;Argentina;Corrientes;;;;;;;;;
1064;Argentina;San Javier;;;;;;;;;
1065;Argentina;Santiago del Estero;;;;;;;;;
1066;Argentina;Las Lajitas;;;;;;;;;
1067;Argentina;Los Juríes;;;;;;;;;
1068;Argentina;Las Palmas;;;;;;;;;
1071;Colombia;Codazzi;;;;;;;;;
1072;Colombia;Santa Marta;;;;;;;;;
1073;Colombia;Santa Marta;;;;;;;;;
1074;Colombia;Facatativá;;;;;;;;;
1075;Colombia;Barrancabermeja;;;;;;;;;
1076;Colombia;San Carlos de Guaroa;;;;;;;;;
1079;Peru;Piura;;;;;;;;;
1083;Peru;Nazca;;;;;;;;;
1084;Peru;Huarochiri;;;;;;;;;
1085;Peru;Pucallpa;;;;;;;;;
1086;Peru;Loreto;;;;;;;;;
1088;Angola;Angola;;;;;;;;;
1089;Angola;Caala;;;;;;;;;
1094;Angola;Cuanza Norte Province;;;;;;;;;
1096;Angola;Bimbas do Cavaco;;;;;;;;;
1097;Angola;Angola;;;;;;;;;
1098;Angola;Cacuso;;;;;;;;;
1099;Angola;Uige;;;;;;;;;
1101;Angola;Bengo;;;;;;;;;
1102;Angola;Cuanza Sul Province;;;;;;;;;
1103;Angola;Cunene;;;;;;;;;
1107;Benin;Zogbodomey;;;;;;;;;
1113;Benin;Savè;;;;;;;;;
1115;Benin;Ouesse;;;;;;;;;
1117;Benin;ZAKPO;;;;;;;;;
1118;Benin;Zogbodomey;;;;;;;;;
1119;Benin;Tchaourou;;;;;;;;;
1120;Benin;Benin;;;;;;;;;
1130;Côte d'Ivoire;EHANIA;;;;;;;;;
1131;Côte d'Ivoire;Dimbokro;;;;;;;;;
1140;Cameroon;Nanga-Eboko;;;;;;;;;
1141;Cameroon;Nkoteng;;;;;;;;;
1142;Cameroon;South Region;;;;;;;;;
1151;Cameroon;Dibombari;;;;;;;;;
1157;Cameroon;Littoral Region;;;;;;;;;
1159;Cameroon;Ndian;;;;;;;;;
1164;Congo;Niari;;;;;;;;;
1165;Congo;Etoumbi;;;;;;;;;
1166;Congo;Manga;;;;;;;;;
1167;Congo;Niari;;;;;;;;;
1172;Egypt;Toshka;;;;;;;;;
1173;Egypt;Sharq al Owainat;;;;;;;;;
1174;Egypt;Western Desert;;;;;;;;;
1175;Egypt;Luxor;;;;;;;;;
1181;Egypt;Toshka;;;;;;;;;
1187;Ethiopia;Bale;;;;;;;;;
1189;Ethiopia;Oromia;;;;;;;;;
1192;Ethiopia;Arsi;;;;;;;;;
1193;Ethiopia;Amhara;;;;;;;;;
1194;Ethiopia;Jimma;;;;;;;;;
1195;Ethiopia;Afar;;;;;;;;;
1196;Ethiopia;Āsosa;;;;;;;;;
1197;Ethiopia;Metekel;;;;;;;;;
1198;Ethiopia;Metekel;;;;;;;;;
1201;Ethiopia;Metekel;;;;;;;;;
1202;Ethiopia;Gambella;;;;;;;;;
1204;Ethiopia;Oromia;;;;;;;;;
1205;Ethiopia;Gambella;;;;;;;;;
1208;Ethiopia;Bako;;;;;;;;;
1215;Ethiopia;Anno;;;;;;;;;
1217;Ethiopia;Oromia;;;;;;;;;
1218;Ethiopia;Bandira;;;;;;;;;
1221;Ethiopia;Gambela;;;;;;;;;
1222;Ethiopia;Borena;;;;;;;;;
1228;Ethiopia;Soddo;;;;;;;;;
1230;Ethiopia;Omo;;;;;;;;;
1233;Ethiopia;Illubabor;;;;;;;;;
1241;Ethiopia;Bench Maji;;;;;;;;;
1242;Ethiopia;Guba;;;;;;;;;
1244;Ethiopia;Abobo;;;;;;;;;
1246;Ethiopia;Jimma;;;;;;;;;
1250;Ethiopia;Gambela;;;;;;;;;
1252;Ethiopia;Benishangul-Gumuz Region;;;;;;;;;
1255;Ethiopia;Southern Nations;;;;;;;;;
1264;Ethiopia;Oromia;;;;;;;;;
1265;Ethiopia;Southern Nations;;;;;;;;;
1266;Ethiopia;Southern Nations;;;;;;;;;
1267;Ethiopia;Oromia;;;;;;;;;
1268;Ethiopia;Southern Nations;;;;;;;;;
1271;Ethiopia;Southern Nations;;;;;;;;;
1272;Ethiopia;Mehoni;;;;;;;;;
1274;Ethiopia;Somali;;;;;;;;;
1276;Ethiopia;Ethiopia;;;;;;;;;
1278;Ethiopia;East Hararghe;;;;;;;;;
1283;Ethiopia;Amhara;;;;;;;;;
1285;Ethiopia;Oromia;;;;;;;;;
1287;Ethiopia;Amhara;;;;;;;;;
1288;Ethiopia;Ethiopia;;;;;;;;;
1290;Ethiopia;Oromia;;;;;;;;;
1292;Ethiopia;Ethiopia;;;;;;;;;
1293;Ethiopia;Oromia;;;;;;;;;
1297;Ethiopia;Bale;;;;;;;;;
1298;Ethiopia;Ethiopia;;;;;;;;;
1301;Ethiopia;Southern Nations;;;;;;;;;
1302;Ethiopia;Omo;;;;;;;;;
1303;Ethiopia;Godere;;;;;;;;;
1304;Ethiopia;Dangur;;;;;;;;;
1305;Ethiopia;Arjo;;;;;;;;;
1306;Ethiopia;Dima;;;;;;;;;
1308;Ethiopia;Metekel;;;;;;;;;
1312;Ethiopia;Oromia;;;;;;;;;
1318;Ethiopia;Southern Nations;;;;;;;;;
1319;Ethiopia;Oromia;;;;;;;;;
1321;Ethiopia;Ziway;;;;;;;;;
1322;Ghana;Yeji;;;;;;;;;
1323;Ghana;Volta Region;;;;;;;;;
1324;Ghana;Nsuta;;;;;;;;;
1330;Ghana;Prang;;;;;;;;;
1334;Ghana;Brong Ahafo;;;;;;;;;
1337;Ghana;Sege;;;;;;;;;
1338;Ghana;Brong Ahafo;;;;;;;;;
1339;Ghana;Mankessim;;;;;;;;;
1348;Ghana;Volta;;;;;;;;;
1350;Ghana;Sunyani;;;;;;;;;
1358;Guinea;Ndema;;;;;;;;;
1359;Guinea;Saraya;;;;;;;;;
1360;Guinea;Guinea;;;;;;;;;
1362;Kenya;Ndhiwa;;;;;;;;;
1363;Kenya;Garsen;;;;;;;;;
1365;Kenya;Tana River;;;;;;;;;
1367;Kenya;Ngong;;;;;;;;;
1368;Kenya;Naivasha;;;;;;;;;
1369;Kenya;Kenya;;;;;;;;;
1371;Kenya;Garsen;;;;;;;;;
1373;Kenya;Tana River;;;;;;;;;
1374;Kenya;Yala Swamp;;;;;;;;;
1377;Kenya;Kenya;;;;;;;;;
1378;Kenya;Kenya;;;;;;;;;
1383;Kenya;Tana River;;;;;;;;;
1385;Kenya;Kenya;;;;;;;;;
1386;Kenya;Tana River;;;;;;;;;
1388;Liberia;Bomi;;;;;;;;;
1391;Liberia;Maryland;;;;;;;;;
1392;Liberia;Gbarpolu;;;;;;;;;
1393;Liberia;Grand Bassa;;;;;;;;;
1395;Liberia;Sinoe;;;;;;;;;
1396;Liberia;Butaw;;;;;;;;;
1397;Liberia;Foya;;;;;;;;;
1399;Libya;Khadra';;;;;;;;;
1402;Morocco;Morocco;;;;;;;;;
1405;Morocco;M'diq 93200;;;;;;;;;
1407;Morocco;Guelmim;;;;;;;;;
1411;Madagascar;Boeny;;;;;;;;;
1412;Madagascar;Moramanga;;;;;;;;;
1414;Madagascar;Atsimo-Andrefana;;;;;;;;;
1415;Madagascar;Atsimo;;;;;;;;;
1419;Madagascar;Farihy Amboromalandy;;;;;;;;;
1421;Madagascar;Boeny;;;;;;;;;
1422;Madagascar;Moramanga;;;;;;;;;
1424;Madagascar;Antisiranana;;;;;;;;;
1425;Madagascar;Haute Matsiatra;;;;;;;;;
1426;Madagascar;Boeny;;;;;;;;;
1428;Madagascar;Ihorombe;;;;;;;;;
1429;Madagascar;Sava;;;;;;;;;
1430;Madagascar;Mampikony;;;;;;;;;
1431;Madagascar;Menabe;;;;;;;;;
1434;Madagascar;Boeny;;;;;;;;;
1436;Madagascar;Analamanga;;;;;;;;;
1437;Madagascar;Bongolava;;;;;;;;;
1438;Madagascar;Betsiboka;;;;;;;;;
1440;Madagascar;Brickaville;;;;;;;;;
1441;Madagascar;Menabe;;;;;;;;;
1445;Madagascar;Atsinanana;;;;;;;;;
1446;Madagascar;Atsimo-Andrefana;;;;;;;;;
1447;Madagascar;Boeny;;;;;;;;;
1452;Madagascar;Atsinanana;;;;;;;;;
1454;Madagascar;Ihosy;;;;;;;;;
1457;Madagascar;Sofia;;;;;;;;;
1458;Madagascar;Sofia;;;;;;;;;
1459;Madagascar;Boeny;;;;;;;;;
1462;Madagascar;Atsimo-Andrefana;;;;;;;;;
1463;Mali;Niger;;;;;;;;;
1464;Mali;Bougouni;;;;;;;;;
1467;Mali;Canal du Sahel;;;;;;;;;
1468;Mali;Niger;;;;;;;;;
1469;Mali;Niger;;;;;;;;;
1473;Mali;Mema;;;;;;;;;
1474;Mali;Macina;;;;;;;;;
1476;Mali;Niger;;;;;;;;;
1478;Mali;Koulikoro;;;;;;;;;
1480;Mali;Niger;;;;;;;;;
1481;Mali;Alatona;;;;;;;;;
1486;Mali;Yanfolila;;;;;;;;;
1488;Mali;Niger;;;;;;;;;
1489;Mali;Niger;;;;;;;;;
1491;Mali;Niger;;;;;;;;;
1492;Mali;Niger;;;;;;;;;
1498;Mali;Markala;;;;;;;;;
1499;Mali;Kouroumari;;;;;;;;;
1500;Mali;Niger;;;;;;;;;
1505;Mali;Niger;;;;;;;;;
1511;Mali;Sabalibougou;;;;;;;;;
1515;Mali;Mali;;;;;;;;;
1516;Mali;Macina;;;;;;;;;
1518;Mali;Kala;;;;;;;;;
1523;Mozambique;Mavonde;;;;;;;;;
1524;Mozambique;Lichinga;;;;;;;;;
1525;Mozambique;Manica;;;;;;;;;
1526;Mozambique;Bilene;;;;;;;;;
1527;Mozambique;Maxixe;;;;;;;;;
1528;Mozambique;Palmeiras;;;;;;;;;
1529;Mozambique;Dondo;;;;;;;;;
1538;Mozambique;Quelimane;;;;;;;;;
1543;Mozambique;Moamba;;;;;;;;;
1545;Mozambique;Monte Messangulo;;;;;;;;;
1546;Mozambique;Mocuba;;;;;;;;;
1547;Mozambique;Namarroi;;;;;;;;;
1548;Mozambique;Nacala;;;;;;;;;
1554;Mozambique;Inhambane;;;;;;;;;
1559;Mozambique;Maputo;;;;;;;;;
1562;Mozambique;Bela Vista;;;;;;;;;
1563;Mozambique;Lugela;;;;;;;;;
1564;Mozambique;Cheringoma;;;;;;;;;
1565;Mozambique;Moamba;;;;;;;;;
1570;Mozambique;Nampula;;;;;;;;;
1571;Mozambique;Ile;;;;;;;;;
1572;Mozambique;Lioma;;;;;;;;;
1575;Mozambique;Grudja;;;;;;;;;
1577;Mozambique;Grudja;;;;;;;;;
1578;Mozambique;Moamba;;;;;;;;;
1585;Mozambique;Maputo;;;;;;;;;
1586;Mozambique;Manica;;;;;;;;;
1588;Mozambique;Gurue;;;;;;;;;
1589;Mozambique;Maputo;;;;;;;;;
1590;Mozambique;Maputo;;;;;;;;;
1592;Mozambique;Maputo;;;;;;;;;
1593;Mozambique;Maputo;;;;;;;;;
1595;Mozambique;Gaza Province;;;;;;;;;
1596;Mozambique;Gaza Province;;;;;;;;;
1597;Mozambique;Gaza Province;;;;;;;;;
1598;Mozambique;Gaza Province;;;;;;;;;
1599;Mozambique;Gaza Province;;;;;;;;;
1600;Mozambique;Gaza Province;;;;;;;;;
1601;Mozambique;Gaza Province;;;;;;;;;
1602;Mozambique;Gaza Province;;;;;;;;;
1603;Mozambique;Jofane;;;;;;;;;
1604;Mozambique;Inhambane;;;;;;;;;
1605;Mozambique;Inhambane;;;;;;;;;
1606;Mozambique;Inhambane;;;;;;;;;
1607;Mozambique;Buzi;;;;;;;;;
1609;Mozambique;Sofala;;;;;;;;;
1610;Mozambique;Sofala;;;;;;;;;
1611;Mozambique;Manica;;;;;;;;;
1612;Mozambique;Manica;;;;;;;;;
1613;Mozambique;Dombe;;;;;;;;;
1614;Mozambique;Manica;;;;;;;;;
1616;Mozambique;Zambezia Province;;;;;;;;;
1620;Mozambique;Zambezia Province;;;;;;;;;
1623;Mozambique;Nampula;;;;;;;;;
1624;Mozambique;Malema;;;;;;;;;
1625;Mozambique;Nampula;;;;;;;;;
1628;Mozambique;Niassa;;;;;;;;;
1629;Mozambique;Cabo Delgado;;;;;;;;;
1630;Mozambique;Meluco;;;;;;;;;
1631;Mozambique;Cabo Delgado;;;;;;;;;
1633;Mozambique;Cabo Delgado;;;;;;;;;
1634;Mozambique;Nampula;;;;;;;;;
1637;Mauritania;Rosso;;;;;;;;;
1639;Mauritania;Bogué;;;;;;;;;
1644;Malawi;Malawi;;;;;;;;;
1645;Malawi;Malawi;;;;;;;;;
1647;Malawi;Mzimba;;;;;;;;;
1648;Malawi;Malawi;;;;;;;;;
1652;Namibia;Naute;;;;;;;;;
1653;Namibia;DIvundu;;;;;;;;;
1656;Namibia;Caprivi;;;;;;;;;
1659;Niger;Gaya;;;;;;;;;
1662;Niger;Tchin-Tabaradene;;;;;;;;;
1666;Nigeria;Katsina;;;;;;;;;
1669;Nigeria;Akwa Ibom;;;;;;;;;
1673;Nigeria;Edo;;;;;;;;;
1675;Nigeria;Nigeria;;;;;;;;;
1679;Nigeria;Abia;;;;;;;;;
1680;Nigeria;Rivers;;;;;;;;;
1683;Nigeria;Shonga;;;;;;;;;
1684;Nigeria;Nasarawa;;;;;;;;;
1685;Nigeria;Bode Sadu;;;;;;;;;
1687;Nigeria;Oye Local Government Area;;;;;;;;;
1688;Nigeria;Tsaragi;;;;;;;;;
1690;Nigeria;Ilorin;;;;;;;;;
1691;Nigeria;Kwara;;;;;;;;;
1693;Nigeria;Iwo;;;;;;;;;
1694;Nigeria;Okuta;;;;;;;;;
1695;Nigeria;Patigi;;;;;;;;;
1696;Nigeria;Patigi;;;;;;;;;
1698;Nigeria;Kwara;;;;;;;;;
1699;Nigeria;Agbeyangi;;;;;;;;;
1701;Nigeria;Shao;;;;;;;;;
1702;Nigeria;Kwara;;;;;;;;;
1703;Nigeria;Kwara;;;;;;;;;
1706;Nigeria;Anambra;;;;;;;;;
1715;Rwanda;Foret Naturelle de Nyungwe;;;;;;;;;
1716;Rwanda;Eastern Province;;;;;;;;;
1719;Sudan;Khartoum;;;;;;;;;
1721;Sudan;Berber;;;;;;;;;
1723;Sudan;Khartoum;;;;;;;;;
1725;Sudan;Sudan;;;;;;;;;
1727;Sudan;Nile;;;;;;;;;
1730;Sudan;Khartoum;;;;;;;;;
1732;Sudan;Al Jazirah;;;;;;;;;
1742;South Sudan;Pariang;;;;;;;;;
1744;South Sudan;Mayom;;;;;;;;;
1745;South Sudan;Aweil;;;;;;;;;
1747;South Sudan;Jur;;;;;;;;;
1748;South Sudan;Al-Buhayrat;;;;;;;;;
1749;South Sudan;Jonglei;;;;;;;;;
1750;South Sudan;Kapoeta;;;;;;;;;
1751;South Sudan;Ikotos;;;;;;;;;
1752;South Sudan;Nzara;;;;;;;;;
1753;South Sudan;Yambio;;;;;;;;;
1754;South Sudan;Ezo;;;;;;;;;
1755;South Sudan;Nzara;;;;;;;;;
1756;South Sudan;Yambio;;;;;;;;;
1757;South Sudan;Lanya;;;;;;;;;
1760;South Sudan;Yei;;;;;;;;;
1761;South Sudan;Jabal Lado;;;;;;;;;
1765;Senegal;Lac de Guiers;;;;;;;;;
1766;Senegal;Kounkane;;;;;;;;;
1767;Senegal;Podor;;;;;;;;;
1769;Senegal;Vallee du Senegal;;;;;;;;;
1772;Senegal;Dagana;;;;;;;;;
1777;Senegal;Makhana;;;;;;;;;
1781;Senegal;Velingara;;;;;;;;;
1788;Senegal;Rufisque;;;;;;;;;
1791;Senegal;Linguere;;;;;;;;;
1794;Senegal;Delta du Saloum National Park;;;;;;;;;
1795;Senegal;Gandon;;;;;;;;;
1797;Senegal;Senegal;;;;;;;;;
1798;Sierra Leone;Gbanti;;;;;;;;;
1800;Sierra Leone;Sierra Leone;;;;;;;;;
1801;Sierra Leone;Sierra Leone;;;;;;;;;
1802;Sierra Leone;Sierra Leone;;;;;;;;;
1809;Sierra Leone;Kono;;;;;;;;;
1810;Sierra Leone;Tonkolili;;;;;;;;;
1811;Sierra Leone;Sierra Leone;;;;;;;;;
1812;Sierra Leone;Tonkolili;;;;;;;;;
1817;Sierra Leone;Daru;;;;;;;;;
1820;Sierra Leone;Masimera;;;;;;;;;
1827;Swaziland;MR9;;;;;;;;;
1831;Swaziland;Manzini;;;;;;;;;
1837;United Republic of Tanzania;Kilimanjaro;;;;;;;;;
1839;United Republic of Tanzania;Mngeta;;;;;;;;;
1840;United Republic of Tanzania;Bagamoyo;;;;;;;;;
1843;United Republic of Tanzania;Rufiji River;;;;;;;;;
1846;United Republic of Tanzania;Kisarawe;;;;;;;;;
1854;United Republic of Tanzania;Ikwiriri;;;;;;;;;
1862;United Republic of Tanzania;Rufiji River;;;;;;;;;
1863;United Republic of Tanzania;Tanzania;;;;;;;;;
1865;United Republic of Tanzania;Rufiji River;;;;;;;;;
1866;United Republic of Tanzania;Nainokwe;;;;;;;;;
1872;United Republic of Tanzania;Kigoma;;;;;;;;;
1874;United Republic of Tanzania;Kagera;;;;;;;;;
1875;United Republic of Tanzania;Rufiji River;;;;;;;;;
1876;United Republic of Tanzania;Iringa;;;;;;;;;
1877;United Republic of Tanzania;Lindi;;;;;;;;;
1878;United Republic of Tanzania;Bagamoyo;;;;;;;;;
1879;United Republic of Tanzania;Bagamoyo;;;;;;;;;
1880;United Republic of Tanzania;Dodoma;;;;;;;;;
1883;United Republic of Tanzania;Moshi;;;;;;;;;
1886;United Republic of Tanzania;Bagamoyo;;;;;;;;;
1889;United Republic of Tanzania;Mbarali River;;;;;;;;;
1894;United Republic of Tanzania;Mofu;;;;;;;;;
1895;United Republic of Tanzania;Bagamoyo;;;;;;;;;
1898;United Republic of Tanzania;Tanzania;;;;;;;;;
1902;United Republic of Tanzania;Lugufu;;;;;;;;;
1909;United Republic of Tanzania;Bukoba;;;;;;;;;
1916;United Republic of Tanzania;Bahi;;;;;;;;;
1917;United Republic of Tanzania;Bagamoyo;;;;;;;;;
1938;United Republic of Tanzania;Iringa;;;;;;;;;
1948;United Republic of Tanzania;Tanga;;;;;;;;;
1950;Uganda;Uganda;;;;;;;;;
1952;Uganda;Labora;;;;;;;;;
1958;Uganda;Mabira;;;;;;;;;
1962;Uganda;Kijunjubwa Road;;;;;;;;;
1963;Uganda;Mubende;;;;;;;;;
1973;Uganda;Uganda;;;;;;;;;
1976;Uganda;Kalanga;;;;;;;;;
1978;Uganda;Nakaseke;;;;;;;;;
1982;South Africa;KwaZulu;;;;;;;;;
1984;Democratic Republic of the Congo;Equator;;;;;;;;;
1992;Democratic Republic of the Congo;Lubanda;;;;;;;;;
1997;Democratic Republic of the Congo;Bandundu;;;;;;;;;
1999;Democratic Republic of the Congo;Yaligimba;;;;;;;;;
2006;Democratic Republic of the Congo;Bas Congo;;;;;;;;;
2020;Zambia;Lusaka;;;;;;;;;
2021;Zambia;Serenje;;;;;;;;;
2022;Zambia;Serenje;;;;;;;;;
2024;Zambia;Choma;;;;;;;;;
2033;Zambia;Mpongwe;;;;;;;;;
2039;Zambia;Kasama;;;;;;;;;
2041;Zambia;Mkushi;;;;;;;;;
2044;Zambia;Kabwe;;;;;;;;;
2047;Zambia;Choma;;;;;;;;;
2050;Zambia;Victoria Falls;;;;;;;;;
2053;Zambia;Mkushi;;;;;;;;;
2055;Zambia;Zambia;;;;;;;;;
2056;Zambia;North-Western;;;;;;;;;
2057;Zambia;Kazungula;;;;;;;;;
2059;Zimbabwe;Nuanetsi;;;;;;;;;
2061;Zimbabwe;Bubye;;;;;;;;;
2062;Zimbabwe;Masvingo;;;;;;;;;
2064;Brazil;Rondonia;;;;;;;;;
2065;Brazil;Rondonia;;;;;;;;;
2066;Brazil;Rondonia;;;;;;;;;
2067;Brazil;Pará;;;;;;;;;
2068;Brazil;Oriximiná - Pará;;;;;;;;;
2069;Brazil;Portel;;;;;;;;;
2172;Brazil;Rondonópolis;;;;;;;;;
2174;Brazil;Querência;;;;;;;;;
2175;Brazil;Querência - Mato Grosso;;;;;;;;;
2176;Brazil;Mato Grosso;;;;;;;;;
2178;Brazil;Santarém - Pará;;;;;;;;;
2179;Brazil;Pará;;;;;;;;;
2180;Brazil;Belém - Pará;;;;;;;;;
2181;Brazil;Belém - Pará;;;;;;;;;
2182;Brazil;west State of Bahia;;;;;;;;;
2183;Brazil;State of Espírito Santo;;;;;;;;;
2198;South Sudan;Pibor;;;;;;;;;
2213;Algeria;Algeria;;;;;;;;;
2236;Gabon;Kango;;;;;;;;;
2237;Ghana;Yendi;;;;;;;;;
2241;Ghana;Agogo;;;;;;;;;
2242;Ghana;Ghana;;;;;;;;;
2253;Madagascar;Melaky;;;;;;;;;
2254;Madagascar;Sava;;;;;;;;;
2255;Madagascar;Sofia;;;;;;;;;
2256;Madagascar;Bongolava;;;;;;;;;
2257;Madagascar;Antsohihy;;;;;;;;;
2258;Madagascar;Boeny;;;;;;;;;
2259;Madagascar;Boeny;;;;;;;;;
2265;Madagascar;Alaotra-Mangoro;;;;;;;;;
2266;Madagascar;Analamanga;;;;;;;;;
2269;Mali;Niger;;;;;;;;;
2271;Mozambique;Chimoio;;;;;;;;;
2275;Mozambique;Dombe;;;;;;;;;
2276;Mozambique;Marracuene;;;;;;;;;
2282;Mozambique;Marracuene;;;;;;;;;
2283;Mozambique;Cabo Delgado;;;;;;;;;
2286;Mozambique;Chemba;;;;;;;;;
2289;Mauritius;Cluny;;;;;;;;;
2290;Mauritius;Mauritius;;;;;;;;;
2293;Sudan;Al Dabbah;;;;;;;;;
2296;Sudan;Al Jazirah;;;;;;;;;
2297;Sudan;Merowe;;;;;;;;;
2299;Sudan;Sudan;;;;;;;;;
2309;South Sudan;Central Equatoria;;;;;;;;;
2313;Sudan;Abu Hamad;;;;;;;;;
2319;Sudan;Sennar;;;;;;;;;
2323;Sudan;Nile;;;;;;;;;
2326;Sudan;Nile;;;;;;;;;
2331;Sudan;Sudan;;;;;;;;;
2332;Sudan;Wad Rawah;;;;;;;;;
2335;Sudan;Blue Nile;;;;;;;;;
2337;Sudan;Ad Douiem;;;;;;;;;
2340;Sudan;Al Jazirah;;;;;;;;;
2342;Sudan;Kosti;;;;;;;;;
2352;Sudan;Rabak;;;;;;;;;
2353;Sudan;White Nile;;;;;;;;;
2362;United Republic of Tanzania;Tanzania;;;;;;;;;
2369;South Africa;Mpumalanga;;;;;;;;;
2371;Sierra Leone;Saba;;;;;;;;;
2372;Sierra Leone;Pujehun;;;;;;;;;
2373;Mozambique;Niassa;;;;;;;;;
2375;Mozambique;Niassa;;;;;;;;;
2376;Mozambique;Niassa;;;;;;;;;
2377;Mozambique;Zambezia Province;;;;;;;;;
2378;Mozambique;Zambezia Province;;;;;;;;;
2379;Mozambique;Zambezia Province;;;;;;;;;
2381;Mozambique;Manica;;;;;;;;;
2382;Mozambique;Sofala;;;;;;;;;
2383;Mozambique;Condué;;;;;;;;;
2385;Mozambique;Chokwe;;;;;;;;;
2386;Mozambique;Limpopo National Park;;;;;;;;;
2387;Mozambique;Gaza Province;;;;;;;;;
2388;Mozambique;Malvernia;;;;;;;;;
2389;Mozambique;Gaza Province;;;;;;;;;
2390;Mozambique;Gaza Province;;;;;;;;;
2391;Mozambique;Inhambane;;;;;;;;;
2392;Mozambique;Maputo;;;;;;;;;
2398;United Republic of Tanzania;Rufiji River;;;;;;;;;
2399;United Republic of Tanzania;Rufiji River;;;;;;;;;
2400;Zambia;Serenje;;;;;;;;;
2401;Zambia;Serenje;;;;;;;;;
3003;Sierra Leone;Masimera;;;;;;;;;
3005;Sierra Leone;Port Loko;;;;;;;;;
3006;Sierra Leone;Marampa;;;;;;;;;
3008;Sierra Leone;Tonkolili;;;;;;;;;
3013;Sierra Leone;Tonkolili;;;;;;;;;
3014;Sierra Leone;Bureh Town;;;;;;;;;
3015;Sierra Leone;Bombali;;;;;;;;;
3016;Sierra Leone;Pujehun;;;;;;;;;
3017;Uganda;Mubende;;;;;;;;;
3021;United Republic of Tanzania;Kilombero;;;;;;;;;
3022;Mozambique;Massingir;;;;;;;;;
3023;Mozambique;Chimoio;;;;;;;;;
3024;Mozambique;Monapo;;;;;;;;;
3025;Mozambique;Lugela;;;;;;;;;
3026;Mozambique;Papai;;;;;;;;;
3027;Mozambique;Marrupa;;;;;;;;;
3028;Mozambique;Barue;;;;;;;;;
3029;Mozambique;Marracuene;;;;;;;;;
3030;Mozambique;Mopeia;;;;;;;;;
3031;Mozambique;Malanga;;;;;;;;;
3032;Mozambique;Mutarara;;;;;;;;;
3033;Mozambique;Caia;;;;;;;;;
3034;Mozambique;Xai-Xai District;;;;;;;;;
3035;Mozambique;Guija;;;;;;;;;
3036;Mozambique;Milange;;;;;;;;;
3037;Mozambique;Gurue;;;;;;;;;
3038;Mozambique;Gurue;;;;;;;;;
3039;Mozambique;Meconta;;;;;;;;;
3040;Mozambique;Caia;;;;;;;;;
3041;Mozambique;Gurue;;;;;;;;;
3055;Brazil;Osório;;;;;;;;;
3074;Nigeria;Akamkpa;;;;;;;;;
3075;Nigeria;Edo;;;;;;;;;
3079;Nigeria;Ologbo Bridge;;;;;;;;;
3084;Angola;Cuito Cuanavale;;;;;;;;;
3106;Colombia;Puerto López;;;;;;;;;
3107;Colombia;Meta;;;;;;;;;
3109;Colombia;Mapiripán;;;;;;;;;
3110;Colombia;Puerto Gaitán;;;;;;;;;
3112;Colombia;Antioquia;;;;;;;;;
3118;Colombia;Cauca;;;;;;;;;
3119;Colombia;Cauca;;;;;;;;;
3121;Colombia;Pivijay;;;;;;;;;
3123;Zambia;Mpika;;;;;;;;;
3125;Zambia;Mpongwe;;;;;;;;;
3126;Zambia;Lusaka;;;;;;;;;
3150;Vietnam;tp. Phan Thiết;;;;;;;;;
3152;Uganda;Uganda;;;;;;;;;
3154;Uganda;Central Region;;;;;;;;;
3156;Uganda;Kachung;;;;;;;;;
3161;United Republic of Tanzania;Tanzania;;;;;;;;;
3162;United Republic of Tanzania;Tanzania;;;;;;;;;
3164;United Republic of Tanzania;Morogoro;;;;;;;;;
3166;United Republic of Tanzania;Kasulu;;;;;;;;;
3167;Swaziland;Lavumisa;;;;;;;;;
3169;Myanmar;Myeik;;;;;;;;;
3170;Myanmar;Maw Tin Son Pagoda;;;;;;;;;
3174;Papua New Guinea;Popondetta;;;;;;;;;
3175;South Sudan;Gwit;;;;;;;;;
3176;Papua New Guinea;Milne Bay;;;;;;;;;
3177;Papua New Guinea;Kavieng;;;;;;;;;
3178;Papua New Guinea;Morobe Province;;;;;;;;;
3179;Papua New Guinea;Launakalana Agricultural Station;;;;;;;;;
3183;Georgia;Niederkartlien;;;;;;;;;
3189;Papua New Guinea;Wosera-Gawi;;;;;;;;;
3199;Malaysia;Sarawak;;;;;;;;;
3200;Cameroon;Belo;;;;;;;;;
3202;Cameroon;Southwest;;;;;;;;;
3207;Malaysia;Sarawak;;;;;;;;;
3212;Democratic Republic of the Congo;Democratic Republic of the Congo;;;;;;;;;
3214;Democratic Republic of the Congo;Isangi;;;;;;;;;
3216;Argentina;Pehuajó;;;;;;;;;
3217;Argentina;Villa Cañas;;;;;;;;;
3218;Argentina;Ceres;;;;;;;;;
